1,67574441526,Andrew,Clements,05288790306,1,3,1923,256
2,35612202208,Ashanti,Jacobson,05883207189,1,3,1989,437
3,66266404636,Valery,Hughes,05418426538,1,7,1973,181
4,34379057198,Amya,Gould,05914134482,1,9,1936,382
5,57133217861,Cordell,Mccarty,05617173955,1,10,1918,147
6,68200384483,Nehemiah,Riggs,05494821362,1,4,1978,409
7,89523860033,Xiomara,Galvan,05710764466,1,7,1936,246
8,94610053555,Mia,Bullock,05474492655,1,0,1981,400
9,96521766707,Alondra,Woodard,05440912107,1,6,1915,259
10,40305688401,Abraham,Mueller,05542948959,1,1,1956,500
11,72143185798,Dayana,Baird,05305538527,1,8,1940,22
12,38236437949,Adonis,Hurst,05775944493,1,6,1940,177
13,35071187645,Saige,Barber,05496821578,1,3,1936,106
14,77652270609,Rafael,Soto,05275889419,1,8,1947,50
15,16582363502,Demarcus,Chang,05415726749,1,9,1933,311
16,99036229368,Malaki,Odonnell,05896330223,1,6,1973,21
17,97245331779,Adeline,Jones,05216905661,1,2,1981,421
18,53691984295,Edward,Gardner,05818196834,1,3,1925,482
19,16012642352,Arturo,Herman,05251670913,1,8,1949,398
20,29742443426,Riley,Levy,05850708501,1,2,1957,411
21,41565693957,Nathaniel,Ingram,05194192058,1,0,1935,333
22,93587896562,Ernesto,Ortega,05954959859,1,9,1978,408
23,37950095773,Lillie,Ray,05591591757,1,1,1925,346
24,18211586258,Sadie,Durham,05161826258,1,1,1953,362
25,62418357020,Carolyn,Chavez,05962141182,1,10,1990,461
26,85153748185,Kai,Mercado,05465242022,1,0,1978,423
27,81537408970,Dalia,Davidson,05150966449,1,4,1955,428
28,46159065158,Jensen,Drake,05765342409,1,0,1920,282
29,62219123666,Malcolm,Joyce,05424343927,1,10,1950,45
30,53268435867,Ben,Walters,05823083132,1,3,1932,116
31,32368828396,Annika,Alvarado,05854780256,1,4,1974,438
32,47092960425,Xzavier,Hendricks,05976148809,1,2,1964,466
33,16759903177,Alannah,Goodwin,05537249751,1,1,1978,345
34,34906355175,Pierce,Pearson,05339491689,1,6,1941,441
35,36755365763,Amanda,Lara,05961187888,1,1,1931,98
36,59463790401,Iliana,Mcintosh,05111552448,1,6,1964,2
37,85709277618,Sage,Whitehead,05447123566,1,6,1973,293
38,21000599542,Pierre,Benitez,05165822072,1,6,1963,298
39,91389980411,Kyleigh,Chase,05473025277,1,10,1981,471
40,59544933745,Emmalee,Pugh,05215137186,2,8,2015,45
41,99821407671,Lena,Reyes,05344903056,1,5,1946,367
42,11579278957,Harrison,Farley,05470678721,2,4,2009,362
43,49018445598,Ricardo,Escobar,05316020743,1,6,1971,16
44,67424949792,Armani,Lester,05272925271,1,0,1959,257
45,57356847587,Laura,Gallagher,05793203883,2,1,2016,21
46,97928732991,Rigoberto,Strickland,05334842271,1,10,1949,96
47,73612132804,Bryce,Richardson,05538550754,1,8,1921,232
48,45331261526,Sterling,Moon,05665972121,1,1,1975,86
49,74296221320,Devyn,Peck,05562252819,1,8,1966,123
50,14642233201,Jalen,Leach,05359816804,1,1,1930,310
51,31548182872,Karli,Hayes,05107770756,1,2,1977,474
52,61830031362,Marcel,Wolfe,05693281926,1,1,1973,30
53,37190977585,Serena,Montoya,05534415789,1,10,1917,432
54,17974304008,Viviana,Underwood,05907133822,1,1,1947,385
55,51825986839,Maya,Hunter,05781189713,1,9,1960,134
56,29324732558,Bradley,Rodriguez,05513219887,1,4,1966,156
57,76174622331,Rogelio,West,05684143638,1,0,1976,43
58,25091403307,Adrienne,Tucker,05168939859,1,9,1962,141
59,92431691243,Gregory,Young,05826696394,1,2,1929,152
60,82790276968,Corey,Reynolds,05619447618,2,2,2016,474
61,69954205988,Brandon,Morrison,05234221381,1,0,1928,48
62,57367657829,Emerson,Bean,05881793047,1,1,1982,468
63,65343934548,Reese,Harrell,05403649315,1,3,1921,61
64,37432311040,Stanley,Hooper,05741401202,1,0,1931,140
65,11337490659,Mohammed,Pacheco,05341012720,1,10,1941,107
66,22037730751,Felipe,Griffin,05929294593,1,6,1964,124
67,79629381250,Hannah,Little,05965854783,1,2,1983,458
68,29762128136,Leo,Wilkerson,05508859156,2,3,2004,177
69,79039500931,Arely,Serrano,05859297029,2,9,2000,232
70,75360856141,Xavier,Booker,05411282482,1,4,1983,340
71,97379564241,Carly,Jackson,05275493074,1,9,1928,254
72,22365162233,Nelson,Lyons,05560089539,1,1,1967,127
73,98765056923,Marquis,Hampton,05393860091,1,8,1935,489
74,60215514671,Lily,Heath,05116561559,1,9,1978,75
75,45282805734,Dustin,Morrow,05423285670,1,2,1982,63
76,28667407654,Jude,Herring,05149527381,1,7,1924,157
77,62921459508,Brennen,Franklin,05176637636,1,2,1956,429
78,91964797976,Reuben,Rice,05706460817,1,2,1939,29
79,24374224138,Sophia,Spencer,05376435630,1,5,1944,227
80,84343338750,Landyn,Ochoa,05684817102,1,2,1939,97
81,76241433584,Anabel,Cameron,05830178905,1,0,1988,478
82,75923696451,Javier,Short,05848384864,1,1,1962,155
83,62713618836,Margaret,Castaneda,05100785203,1,8,1920,267
84,57430774480,Yesenia,Suarez,05109755691,1,9,1953,198
85,21808909276,Meghan,Bridges,05797162709,2,3,2016,116
86,87838176262,Kobe,Woodward,05281177425,2,5,2016,140
87,28414694012,Deangelo,Richmond,05560109680,1,2,1936,313
88,34460997754,Kathryn,Singleton,05797367862,1,6,1918,185
89,65023565682,Jair,Guerra,05701952421,1,7,1941,285
90,41555000372,Delaney,Beltran,05877378951,2,5,2011,333
91,66573441422,Francesca,Hawkins,05631636876,1,6,1920,132
92,42063404184,Trey,Faulkner,05851191794,1,1,1959,137
93,16819085926,Corbin,Nicholson,05972321580,1,2,1985,292
94,39166078743,Emmy,Shea,05412079261,2,2,2004,181
95,41370801883,Samantha,Schroeder,05958550914,1,7,1934,208
96,76828701361,Kareem,Giles,05454679930,1,4,1930,67
97,93002149694,Jayleen,Frost,05929018673,2,8,2005,466
98,42114450505,Gabriela,Summers,05861866677,1,9,1924,391
99,40219706190,Levi,Donovan,05453670753,1,3,1948,167
100,52203690629,Jocelyn,Browning,05758885943,1,0,1967,412
101,97559547116,Ross,Nelson,05773678330,1,7,1922,303
102,39802543292,Kaitlynn,Brown,05150776000,1,0,1933,9
103,63258027739,Quinn,Horton,05664359177,1,2,1966,195
104,47520340276,Darion,Flynn,05947762830,1,3,1941,88
105,38316716319,Benjamin,Miranda,05151261640,1,9,1975,406
106,70752059634,Dalton,Parsons,05202681210,2,8,2002,412
107,89805764943,Saniyah,Mathews,05936229797,1,8,1951,270
108,43498513288,Adam,Beasley,05400392684,1,4,1937,70
109,16245305218,Brody,Stewart,05128221873,1,0,1967,131
110,94087799140,Jabari,Carpenter,05119210619,1,10,1951,202
111,42161801640,Amani,Dalton,05863692679,1,10,1926,11
112,90619149142,Cecilia,Boyle,05498738359,1,6,1925,479
113,84309706220,Jaden,Hartman,05654096721,2,0,2008,400
114,38752166367,Aiyana,Becker,05930213108,1,10,1972,279
115,72748462388,Avery,Spence,05220150626,2,8,2013,156
116,87222703091,Isabelle,Gentry,05240022876,2,0,2007,259
117,35653591406,Kody,Bradford,05697562317,1,0,1934,79
118,53026823938,Juliet,Mcdowell,05525355788,1,5,1968,435
119,75810783760,Ricky,Bartlett,05179433693,1,9,1925,442
120,66872954016,Braiden,Rowe,05978199808,2,10,2000,441
121,64278820061,Rylee,Bentley,05710084844,1,3,1972,242
122,84565262607,Kaylen,Martinez,05416524830,1,5,1933,271
123,65162946672,Axel,Matthews,05178893217,1,4,1938,447
124,34251086359,Mckenna,Brandt,05472677563,1,3,1964,192
125,28128906913,Jackson,Howell,05751795149,1,7,1959,191
126,35778144682,Theodore,Fitzpatrick,05150701355,1,7,1940,109
127,56158556082,Kayleigh,Townsend,05820352530,2,1,2015,311
128,13899033930,Ruth,Cantu,05745525191,1,0,1961,456
129,10688465601,Clark,Jefferson,05124744092,1,1,1929,237
130,62348111423,Miya,Gross,05721406712,1,9,1916,245
131,84370036440,Larissa,Gonzales,05607421278,1,5,1945,136
132,24057492809,Isabella,Orr,05848797536,1,9,1969,33
133,90253824408,Miley,Fields,05933422886,2,7,2011,75
134,16552250052,Julien,Fletcher,05825425558,1,7,1965,354
135,85863312571,Lewis,Craig,05442843562,1,6,1920,394
136,75916641039,Jovani,Peterson,05898460179,1,8,1936,120
137,48119212065,Evelyn,Davila,05651140952,1,1,1929,366
138,68785884113,Kamden,Trujillo,05691337348,1,1,1950,338
139,28707376299,Lucy,Kent,05390145115,1,9,1965,454
140,23286245636,Ezekiel,Hardy,05271133812,2,3,2003,298
141,66389011564,Kaelyn,Bond,05996024414,1,5,1945,169
142,96195262348,Douglas,Savage,05968613157,1,8,1973,19
143,87631865513,Heidi,Clay,05805833428,1,5,1980,488
144,38430963718,Reagan,Bird,05281840980,1,10,1975,194
145,22012094385,Kane,Sherman,05125171804,1,1,1977,74
146,60715651297,Dylan,Randall,05821230988,1,2,1941,364
147,62727763724,Katie,Hester,05792198987,1,5,1941,41
148,82555054126,Roland,Mayo,05620919933,1,1,1947,162
149,85863881766,Lillian,Rubio,05498116640,1,8,1960,138
150,84979760414,Greyson,Maddox,05722168751,2,8,2012,50
151,51362137288,Cloe,Buck,05852500805,1,1,1940,465
152,37830069115,Humberto,Foley,05259226647,1,7,1975,78
153,53100139940,Jeremy,Thomas,05344367489,1,10,1967,493
154,94659359527,Leroy,Vasquez,05267626597,1,10,1949,495
155,56436969424,Arjun,Horne,05820227425,1,6,1944,446
156,68838461907,Solomon,Frazier,05319932117,1,9,1983,117
157,91725215115,Johan,Marsh,05637477139,2,0,2012,169
158,34947400475,Johanna,Montgomery,05770922025,1,1,1928,326
159,77780703130,Broderick,Ferguson,05657068280,2,1,2007,106
160,63267982753,Miracle,Reeves,05373568988,2,3,2002,435
161,79607609366,Kamren,Rhodes,05239789874,1,8,1919,128
162,73122960157,Wilson,Davenport,05263757577,1,1,1959,283
163,33102313347,Ali,Dickerson,05167928405,1,7,1923,463
164,30761963915,Lilyana,Cohen,05208244617,1,5,1964,369
165,70173783502,Kaitlin,Colon,05946401967,1,7,1952,485
166,58865310720,Harley,Wilson,05732714175,1,10,1961,405
167,74926089145,Christine,Frey,05241972148,1,9,1929,189
168,39163197124,Aliya,Vance,05724546319,1,7,1920,8
169,15231051809,Troy,Duran,05236385640,2,9,2006,177
170,25963289213,Karen,Mayer,05604683763,1,3,1951,361
171,11901390492,Zoie,Medina,05104902891,1,5,1985,281
172,95162838277,Maia,Delgado,05789386681,1,5,1939,470
173,15632178274,Lilian,Barr,05321751475,1,3,1986,264
174,88511479286,Lucille,Velez,05548456574,1,2,1972,291
175,30162898398,Gabrielle,Roberts,05881786818,1,8,1919,273
176,69996435265,Gisselle,Dixon,05402876289,2,4,2001,391
177,63926437343,Marlene,Nichols,05651252991,1,1,1975,193
178,73501153317,Nathaly,Rush,05968672993,2,2,2006,366
179,83323315556,Jonah,Santana,05560450694,1,6,1932,351
180,68803822962,Raymond,Mcconnell,05968788811,1,8,1952,403
181,40148436287,Sebastian,Rangel,05439768916,2,3,2012,394
182,81871992275,Deven,Russell,05163008140,2,0,2006,41
183,91113236145,Aryanna,Wells,05902924592,2,4,2002,152
