76228856722	Andrew	Clements	05119649685	1	10	1965	256
67567208178	Ashanti	Jacobson	05354906737	1	10	1924	98
83206783454	Valery	Hughes	05653937480	1	6	1961	451
30011435201	Amya	Gould	05942054820	1	1	1941	371
38128596193	Cordell	Mccarty	05834344716	1	4	1933	163
82282934669	Nehemiah	Riggs	05103412292	1	8	1962	5
50616782499	Xiomara	Galvan	05341376290	1	10	1976	222
91470632371	Mia	Bullock	05893570761	1	1	1973	410
22232052099	Alondra	Woodard	05399753289	1	5	1944	360
43770286723	Abraham	Mueller	05376389772	1	0	1976	373
93363703518	Dayana	Baird	05266467115	1	2	1920	333
84839222909	Adonis	Hurst	05429678234	1	7	1986	325
26508204991	Saige	Barber	05359504257	1	8	1988	21
96256599231	Rafael	Soto	05832912774	2	3	2005	451
48325146635	Demarcus	Chang	05246985616	1	4	1985	488
86099419503	Malaki	Odonnell	05408879480	1	7	1920	119
64856908495	Adeline	Jones	05136090489	1	1	1932	153
53510493353	Edward	Gardner	05158523082	1	2	1950	239
33174683223	Arturo	Herman	05123208862	1	7	1949	57
66170662407	Riley	Levy	05721041253	1	8	1931	180
96002446504	Nathaniel	Ingram	05224210440	1	0	1932	375
74524378967	Ernesto	Ortega	05227032133	1	8	1918	390
60565666575	Lillie	Ray	05421549188	1	1	1983	238
43114961163	Sadie	Durham	05166567606	1	7	1972	366
90038105428	Carolyn	Chavez	05601902170	1	4	1961	394
83057126318	Kai	Mercado	05686306024	1	6	1958	159
15584387915	Dalia	Davidson	05992843610	1	5	1933	455
94377089317	Jensen	Drake	05177421589	1	8	1948	25
77490526750	Malcolm	Joyce	05307262781	1	5	1928	419
11221964051	Ben	Walters	05123507229	1	2	1925	75
99267216822	Annika	Alvarado	05943499469	1	4	1945	148
13476825590	Xzavier	Hendricks	05419926721	1	9	1976	290
81986492918	Alannah	Goodwin	05513198410	1	0	1972	58
21632681351	Pierce	Pearson	05757708127	1	7	1956	101
36619701080	Amanda	Lara	05250263108	2	2	2003	366
52084300535	Iliana	Mcintosh	05344649740	1	2	1963	99
84910291277	Sage	Whitehead	05555419879	1	6	1965	77
16131375547	Pierre	Benitez	05625951380	1	8	1939	40
98472416796	Kyleigh	Chase	05289903381	1	4	1979	85
70945283758	Emmalee	Pugh	05674657720	1	4	1980	294
33388271980	Lena	Reyes	05423277450	1	8	1992	113
87285505876	Harrison	Farley	05620682295	1	3	1980	169
84720829782	Ricardo	Escobar	05797497622	1	8	1919	53
45748117453	Armani	Lester	05244459919	2	10	2011	451
52004933423	Laura	Gallagher	05183333317	1	5	1971	387
15989635316	Rigoberto	Strickland	05941978802	1	8	1977	335
32072783308	Bryce	Richardson	05825516255	1	3	1958	249
14684400123	Sterling	Moon	05632020000	1	5	1920	490
63090963031	Devyn	Peck	05417073973	1	10	1930	90
55082293773	Jalen	Leach	05584413169	1	5	1935	471
92235939591	Karli	Hayes	05736798949	1	7	1964	389
26804936565	Marcel	Wolfe	05350411050	1	3	1961	259
64444953460	Serena	Montoya	05910280302	1	3	1956	65
23210573106	Viviana	Underwood	05333356026	1	10	1958	428
19042754263	Maya	Hunter	05392596992	1	1	1938	409
20521847557	Bradley	Rodriguez	05468255444	1	0	1972	66
50399502255	Rogelio	West	05794357899	1	10	1935	359
79757480742	Adrienne	Tucker	05863191433	1	6	1983	121
60579380457	Gregory	Young	05346909393	1	8	1924	439
50998557757	Corey	Reynolds	05892297185	1	7	1980	349
10911694897	Brandon	Morrison	05602569922	1	7	1952	300
51024809603	Emerson	Bean	05788567413	1	9	1947	204
67792911239	Reese	Harrell	05654911275	2	1	2014	180
73807790443	Stanley	Hooper	05109138596	1	8	1975	9
11658232692	Mohammed	Pacheco	05821440595	1	10	1970	271
66543573802	Felipe	Griffin	05339527232	2	10	2010	121
45153763024	Hannah	Little	05324336882	2	4	2007	294
48493687578	Leo	Wilkerson	05847159207	1	10	1940	217
10957252175	Arely	Serrano	05354232417	1	7	1937	279
17048094920	Xavier	Booker	05379126027	1	4	1958	212
85123467127	Carly	Jackson	05736073651	1	9	1928	3
14871098093	Nelson	Lyons	05844284835	1	7	1955	81
31280127245	Marquis	Hampton	05349265253	1	10	1976	46
24528638025	Lily	Heath	05878861594	1	8	1939	19
88831487807	Dustin	Morrow	05100102226	1	7	1985	225
26503954424	Jude	Herring	05211558024	1	7	1953	243
11753248861	Brennen	Franklin	05785902043	1	7	1949	185
74519467247	Reuben	Rice	05958787655	1	8	1927	104
42306556994	Sophia	Spencer	05607823365	1	6	1972	32
37401257092	Landyn	Ochoa	05406142466	1	8	1940	23
79455150076	Anabel	Cameron	05100157827	1	7	1930	281
16176572926	Javier	Short	05252439494	1	1	1954	43
44513415417	Margaret	Castaneda	05286025369	2	2	2009	300
89757232614	Yesenia	Suarez	05339437639	1	7	1976	173
47135721171	Meghan	Bridges	05501111158	1	6	1920	59
65572600040	Kobe	Woodward	05903686302	1	4	1962	289
76109328017	Deangelo	Richmond	05107237270	1	3	1973	124
40325540504	Kathryn	Singleton	05873847723	1	1	1958	291
62645692724	Jair	Guerra	05452753644	1	8	1920	106
32340904212	Delaney	Beltran	05662198292	2	10	2017	389
62773294126	Francesca	Hawkins	05176437983	2	4	2010	410
63679351531	Trey	Faulkner	05643926701	1	1	1941	388
40882603574	Corbin	Nicholson	05780570828	1	3	1972	287
48711943357	Emmy	Shea	05945320598	1	5	1968	498
79917197906	Samantha	Schroeder	05941164570	1	1	1955	228
97612883649	Kareem	Giles	05696250733	1	4	1926	230
32557052256	Jayleen	Frost	05439598596	1	8	1976	319
74550469499	Gabriela	Summers	05721272748	1	10	1928	248
40185979266	Levi	Donovan	05196545299	2	3	2007	271
74663669396	Jocelyn	Browning	05341675382	2	0	2016	371
18240112853	Ross	Nelson	05699803760	1	2	1983	251
30662341218	Kaitlynn	Brown	05963845684	1	7	1943	215
79964307990	Quinn	Horton	05703708627	1	5	1971	74
18835683883	Darion	Flynn	05425097542	1	7	1929	67
11648905452	Benjamin	Miranda	05699149894	1	0	1926	459
59836175990	Dalton	Parsons	05581561320	1	5	1919	443
31982456405	Saniyah	Mathews	05197586708	1	1	1981	105
42449011192	Adam	Beasley	05209116998	1	5	1924	453
87226953194	Brody	Stewart	05262819564	1	1	1949	252
77866009843	Jabari	Carpenter	05190376015	1	1	1935	269
24999658319	Amani	Dalton	05255533197	1	1	1949	26
11291422874	Cecilia	Boyle	05927223377	1	5	1952	223
59004558946	Jaden	Hartman	05556688592	1	2	1931	407
73777278004	Aiyana	Becker	05991425122	1	1	1990	343
30503127975	Avery	Spence	05263818680	1	6	1972	489
22316809434	Isabelle	Gentry	05983350552	1	3	1941	454
54149567229	Kody	Bradford	05551864932	1	0	1966	328
71945886652	Juliet	Mcdowell	05327990584	1	5	1945	84
48921862596	Ricky	Bartlett	05620941314	1	2	1982	339
24372038644	Braiden	Rowe	05912660408	1	9	1987	103
92265950536	Rylee	Bentley	05130174458	1	2	1961	111
39351596901	Kaylen	Martinez	05456253188	1	5	1934	63
47814031374	Axel	Matthews	05523121190	1	0	1949	216
66095941084	Mckenna	Brandt	05411613986	2	6	2012	23
20058772025	Jackson	Howell	05112820605	1	8	1961	76
29202989414	Theodore	Fitzpatrick	05786756257	2	3	2005	388
89477144140	Kayleigh	Townsend	05617711697	1	9	1954	176
25420374353	Ruth	Cantu	05844129679	1	6	1976	192
88819924996	Clark	Jefferson	05500536156	1	10	1981	123
38003996407	Miya	Gross	05788305381	1	3	1961	491
45969941620	Larissa	Gonzales	05735922655	1	6	1938	4
23428922739	Isabella	Orr	05271911636	1	1	1925	353
16561381570	Miley	Fields	05743416250	1	0	1966	364
88905456414	Julien	Fletcher	05249404345	2	8	2012	169
92892252182	Lewis	Craig	05195584744	2	0	2012	26
53597697281	Jovani	Peterson	05114771902	2	6	2006	488
33373258037	Evelyn	Davila	05824026982	2	3	2011	59
45561518826	Kamden	Trujillo	05599579787	2	7	2013	5
14209338352	Lucy	Kent	05942299365	1	6	1933	162
63213680670	Ezekiel	Hardy	05119257540	1	7	1950	52
11941389737	Kaelyn	Bond	05394195451	2	1	2016	32
92351931334	Douglas	Savage	05896234137	2	10	2013	119
43087916243	Heidi	Clay	05544451125	1	3	1983	61
60746961078	Reagan	Bird	05285352477	1	0	1923	174
94402031046	Kane	Sherman	05259781328	1	2	1945	354
87807220745	Dylan	Randall	05221603136	2	7	2013	287
45271508660	Katie	Hester	05751963466	1	2	1960	292
67870103872	Roland	Mayo	05138648944	1	3	1932	93
21540726128	Lillian	Rubio	05317399345	1	7	1978	97
23891208508	Greyson	Maddox	05528442095	1	5	1963	13
88246647569	Cloe	Buck	05683747700	1	6	1954	15
18970135315	Humberto	Foley	05417740279	2	6	2004	57
68868913125	Jeremy	Thomas	05852001012	2	5	2008	174
72039797265	Leroy	Vasquez	05359396198	1	8	1974	274
30626995369	Arjun	Horne	05961383584	1	7	1926	326
93352657588	Solomon	Frazier	05265905021	1	1	1970	208
61775815982	Johan	Marsh	05231456655	1	8	1934	342
19366471327	Johanna	Montgomery	05209056787	1	9	1974	481
22759498360	Broderick	Ferguson	05838949203	1	4	1975	437
90343884402	Miracle	Reeves	05341397233	1	5	1945	282
31808215462	Kamren	Rhodes	05792198541	2	1	2017	390
33604876006	Wilson	Davenport	05123327183	2	3	2010	428
53203460917	Ali	Dickerson	05970597560	1	4	1924	92
97252592769	Lilyana	Cohen	05809435003	1	4	1943	60
50562247042	Kaitlin	Colon	05947103571	2	5	2014	101
21611978530	Harley	Wilson	05430886683	2	10	2017	289
22820552156	Christine	Frey	05192718419	2	0	2008	103
51631312309	Aliya	Vance	05109665213	1	7	1929	265
78938941737	Troy	Duran	05222129364	1	4	1926	35
79445128374	Karen	Mayer	05300156821	2	4	2012	471
89051879848	Zoie	Medina	05970780304	1	9	1983	47
77861325241	Maia	Delgado	05654456951	2	8	2000	373
35662937864	Lilian	Barr	05432417251	1	5	1924	467
29337367609	Lucille	Velez	05711147298	1	0	1978	464
92729090576	Gabrielle	Roberts	05433828436	2	4	2016	467
71337735997	Gisselle	Dixon	05711192219	1	2	1976	275
44212504234	Marlene	Nichols	05748099326	2	0	2016	225
65434326617	Nathaly	Rush	05422866058	1	5	1980	195
24318406254	Jonah	Santana	05194324616	1	10	1924	486
77372333768	Raymond	Mcconnell	05714280771	1	2	1975	150
43539113815	Sebastian	Rangel	05306599193	1	10	1966	138
69896026046	Deven	Russell	05544945882	1	10	1966	284
38573472498	Aryanna	Wells	05486924706	1	1	1923	305
35685144356	Cesar	Curtis	05678256818	1	6	1921	312
59061216972	Annabelle	Rollins	05583525886	2	7	2004	52
82902149347	Shiloh	Monroe	05599774691	2	1	2008	454
16390427429	Emma	Alexander	05594578615	1	5	1972	280
92355894940	Omari	Ramsey	05226854021	1	9	1956	315
75207278849	Anabelle	Krause	05719896136	2	3	2015	326
78367774749	Monique	Harris	05271903573	2	2	2006	394
20019939350	Daniel	Estrada	05714014429	2	6	2008	84
60077110478	Reynaldo	Huynh	05910860452	2	9	2001	274
39777013278	Haylee	Gilbert	05706712573	1	1	1986	334
88888439298	Franklin	Kelley	05912788440	1	8	1976	320
49694376460	Marques	Gibson	05541560871	1	7	1946	277
27417775296	Annabella	Fischer	05812355576	1	9	1984	314
46142911817	Moshe	Lopez	05239654640	1	9	1942	447
33992437229	Kamora	Sampson	05157076952	1	2	1943	356
10201513961	Laney	Daugherty	05626556496	1	7	1978	440
59135716273	Lawson	Holt	05567382662	1	8	1936	355
94751277479	Alexis	Shields	05379115870	1	7	1955	444
95290312197	Dante	Byrd	05826047110	2	0	2006	443
72179774113	Alyvia	Pena	05528604296	2	3	2012	47
